timestamp,ax,ay,az
2026-07-08 09:40:45.311264+00:00,-0.1479,-1.0419,0.0078
2026-07-08 09:40:45.311529+00:00,-0.02,-0.9516,0.0473
2026-07-08 09:40:45.364471+00:00,-0.1459,-0.9902,-0.0005
2026-07-08 09:40:45.365109+00:00,-0.0278,-1.1097,0.042
2026-07-08 09:40:45.365454+00:00,-0.1396,-0.935,-0.0498
2026-07-08 09:40:45.365769+00:00,-0.1449,-1.1297,0.0093
2026-07-08 09:40:45.365983+00:00,0.0039,-0.9287,-0.0386
2026-07-08 09:40:45.413525+00:00,-0.0742,-1.0287,0.042
2026-07-08 09:40:45.414007+00:00,-0.0766,-0.9004,-0.0205
2026-07-08 09:40:45.414261+00:00,-0.1503,-1.0433,-0.0102
2026-07-08 09:40:45.414471+00:00,-0.0283,-1.0775,0.0459
2026-07-08 09:40:45.414863+00:00,-0.0127,-0.9897,-0.0029
2026-07-08 09:40:45.463412+00:00,-0.0346,-1.12,0.0381
2026-07-08 09:40:45.463742+00:00,-0.1401,-0.9335,-0.0449
2026-07-08 09:40:45.464031+00:00,-0.1508,-1.1229,0.0044
2026-07-08 09:40:45.464241+00:00,0.0063,-0.9238,-0.0381
2026-07-08 09:40:45.464516+00:00,-0.0678,-1.0297,0.0478
2026-07-08 09:40:45.509918+00:00,-0.0673,-0.8974,-0.0181
2026-07-08 09:40:45.510766+00:00,-0.163,-1.0365,-0.0102
2026-07-08 09:40:45.511146+00:00,-0.0322,-1.0463,0.0459
2026-07-08 09:40:45.511479+00:00,-0.1181,-0.9911,-0.0015
2026-07-08 09:40:45.511728+00:00,-0.0429,-1.1239,0.0395
2026-07-08 09:40:45.570396+00:00,-0.1293,-0.9282,-0.0098
2026-07-08 09:40:45.570951+00:00,-0.1518,-1.0472,-0.0078
2026-07-08 09:40:45.571281+00:00,-0.1049,-0.9218,-0.039
2026-07-08 09:40:45.571491+00:00,-0.0688,-1.0268,0.0512
2026-07-08 09:40:45.571657+00:00,-0.0586,-0.9023,-0.0137
2026-07-08 09:40:45.571989+00:00,-0.1674,-0.9126,-0.0122
2026-07-08 09:40:45.616937+00:00,-0.0449,-1.0458,0.0444
2026-07-08 09:40:45.617400+00:00,-0.1288,-0.9794,-0.0127
2026-07-08 09:40:45.617709+00:00,-0.0542,-1.1292,0.0381
2026-07-08 09:40:45.618002+00:00,-0.1142,-0.915,-0.0161
2026-07-08 09:40:45.668170+00:00,-0.1625,-1.0424,-0.0122
2026-07-08 09:40:45.668525+00:00,-0.1035,-0.9082,-0.039
2026-07-08 09:40:45.668774+00:00,-0.0776,-1.0326,0.0512
2026-07-08 09:40:45.669052+00:00,-0.0434,-0.9106,0.0024
2026-07-08 09:40:45.669284+00:00,-0.1776,-0.9721,-0.0122
2026-07-08 09:40:45.716753+00:00,-0.0044,-1.0536,0.0439
2026-07-08 09:40:45.718174+00:00,-0.1362,-0.9701,-0.0278
2026-07-08 09:40:45.720548+00:00,-0.0737,-1.1283,0.0595
2026-07-08 09:40:45.723173+00:00,-0.0981,-0.9526,-0.0215
2026-07-08 09:40:45.727953+00:00,-0.1118,-1.0311,-0.0137
2026-07-08 09:40:45.781030+00:00,-0.1025,-0.9096,-0.0376
2026-07-08 09:40:45.781787+00:00,-0.0878,-1.0404,-0.0034
2026-07-08 09:40:45.782356+00:00,-0.0244,-1.0531,0.022
2026-07-08 09:40:45.782780+00:00,-0.0508,-0.9716,-0.0132
2026-07-08 09:40:45.783205+00:00,-0.002,-1.0638,0.0415
2026-07-08 09:40:45.783624+00:00,-0.1435,-0.9555,-0.041
2026-07-08 09:40:45.838035+00:00,-0.0956,-1.1209,0.061
2026-07-08 09:40:45.838358+00:00,-0.0683,-0.9511,-0.0283
2026-07-08 09:40:45.838646+00:00,-0.1005,-1.0297,-0.0039
2026-07-08 09:40:45.838918+00:00,-0.1054,-0.9004,-0.04
2026-07-08 09:40:45.839148+00:00,-0.1025,-1.0365,-0.0117
2026-07-08 09:40:45.839512+00:00,-0.0195,-1.0097,0.0361
2026-07-08 09:40:45.886093+00:00,-0.0874,-0.9736,-0.0098
2026-07-08 09:40:45.886388+00:00,-0.0088,-1.078,0.0425
2026-07-08 09:40:45.886728+00:00,-0.1503,-0.9453,-0.039
2026-07-08 09:40:45.887023+00:00,-0.1191,-1.0907,0.0498
2026-07-08 09:40:45.887283+00:00,-0.0839,-0.9453,-0.0337
2026-07-08 09:40:45.935913+00:00,-0.0961,-1.0238,0.0034
2026-07-08 09:40:45.936966+00:00,-0.1,-0.8999,-0.0234
2026-07-08 09:40:45.937631+00:00,-0.1142,-0.9262,-0.0132
2026-07-08 09:40:45.938355+00:00,-0.0166,-1.0131,0.0371
2026-07-08 09:40:45.938890+00:00,-0.0864,-0.9726,-0.0083
2026-07-08 09:40:45.987027+00:00,-0.0117,-1.0863,0.04
2026-07-08 09:40:45.987661+00:00,-0.1464,-0.9487,-0.0322
2026-07-08 09:40:45.987927+00:00,-0.1235,-1.0868,0.0459
2026-07-08 09:40:45.988194+00:00,-0.081,-0.9433,-0.0366
2026-07-08 09:40:45.988426+00:00,-0.0932,-1.0209,0.0088
2026-07-08 09:40:46.048790+00:00,-0.0981,-0.8969,-0.0283
2026-07-08 09:40:46.049224+00:00,-0.1152,-0.9618,-0.0161
2026-07-08 09:40:46.049526+00:00,-0.06,-1.0131,0.0337
2026-07-08 09:40:46.049815+00:00,-0.0859,-0.974,-0.0088
2026-07-08 09:40:46.050049+00:00,-0.0102,-1.0868,0.04
2026-07-08 09:40:46.050347+00:00,-0.1469,-0.9365,-0.0386
2026-07-08 09:40:46.097010+00:00,-0.0927,-1.0951,0.0503
2026-07-08 09:40:46.097432+00:00,-0.0795,-0.9477,-0.0342
2026-07-08 09:40:46.097737+00:00,-0.0971,-1.0214,0.0083
2026-07-08 09:40:46.097969+00:00,-0.1025,-0.9892,-0.0229
2026-07-08 09:40:46.098298+00:00,-0.1069,-0.9643,-0.0142
2026-07-08 09:40:46.148273+00:00,-0.0644,-1.0102,0.0337
2026-07-08 09:40:46.148566+00:00,-0.0839,-0.9711,-0.0107
2026-07-08 09:40:46.149031+00:00,-0.0063,-1.0785,0.0415
2026-07-08 09:40:46.149351+00:00,-0.1488,-0.9321,-0.0376
2026-07-08 09:40:46.149735+00:00,-0.0854,-1.0975,0.0571
2026-07-08 09:40:46.196745+00:00,-0.082,-0.9501,-0.0298
2026-07-08 09:40:46.197381+00:00,-0.1069,-1.0228,0.0054
2026-07-08 09:40:46.197660+00:00,-0.1059,-0.9877,-0.0176
2026-07-08 09:40:46.197922+00:00,-0.0342,-0.9677,-0.0117
2026-07-08 09:40:46.198220+00:00,-0.0795,-1.0067,0.022
2026-07-08 09:40:46.251676+00:00,-0.0752,-0.9697,-0.02
2026-07-08 09:40:46.252118+00:00,-0.0024,-1.0804,0.039
2026-07-08 09:40:46.252369+00:00,-0.0342,-0.9213,-0.041
2026-07-08 09:40:46.252684+00:00,-0.0815,-1.0931,0.061
2026-07-08 09:40:46.252922+00:00,-0.083,-0.954,-0.0171
2026-07-08 09:40:46.253117+00:00,-0.1113,-1.0233,-0.0039
2026-07-08 09:40:46.312759+00:00,-0.1054,-0.9911,-0.0142
2026-07-08 09:40:46.313124+00:00,-0.0386,-0.9765,-0.0049
2026-07-08 09:40:46.313430+00:00,-0.0913,-0.998,0.042
2026-07-08 09:40:46.313696+00:00,-0.0727,-0.9692,-0.019
2026-07-08 09:40:46.314015+00:00,-0.0034,-1.0882,0.0444
2026-07-08 09:40:46.314219+00:00,-0.021,-0.9238,-0.0381
2026-07-08 09:40:46.376898+00:00,-0.081,-1.097,0.06
2026-07-08 09:40:46.377158+00:00,-0.0781,-0.956,-0.0166
2026-07-08 09:40:46.377397+00:00,-0.1181,-1.0253,-0.0122
2026-07-08 09:40:46.377736+00:00,-0.1401,-1.0024,-0.0059
2026-07-08 09:40:46.378017+00:00,-0.041,-0.9823,0.0039
2026-07-08 09:40:46.378162+00:00,-0.103,-0.9989,0.04
2026-07-08 09:40:46.429692+00:00,-0.0717,-0.8921,-0.0215
2026-07-08 09:40:46.430257+00:00,-0.161,-1.0863,0.0434
2026-07-08 09:40:46.430638+00:00,-0.0068,-0.916,-0.0381
2026-07-08 09:40:46.431019+00:00,-0.081,-1.0892,0.0244
2026-07-08 09:40:46.431439+00:00,-0.0766,-0.9633,-0.0117
2026-07-08 09:40:46.431711+00:00,-0.2338,-1.0321,-0.0102
2026-07-08 09:40:46.479932+00:00,-0.1293,-0.9936,-0.0034
2026-07-08 09:40:46.480255+00:00,-0.0454,-0.9862,-0.1176
2026-07-08 09:40:46.480563+00:00,-0.1069,-0.9843,0.04
